source,doc_id,condition,sentiment_label,p_pos,p_neg,p_neu,signed_polarity,affective_extremity,is_subjective
gpt,33,human_like,NEGATIVE,0.000486,0.994412,0.005102,-0.993926,0.994898,1
mistral,33,human_like,NEGATIVE,0.000947,0.958256,0.040797,-0.957309,0.959203,1
gpt,33,detector_aware,NEGATIVE,0.00062,0.987461,0.011919,-0.986841,0.988081,1
mistral,33,detector_aware,NEGATIVE,0.000808,0.983554,0.015637,-0.982746,0.984363,1
gpt,33,detector_evasive,NEGATIVE,0.000671,0.985961,0.013368,-0.985291,0.986632,1
mistral,33,detector_evasive,NEGATIVE,0.000564,0.990657,0.008779,-0.990093,0.991221,1
human,34,-,NEUTRAL,0.121692,0.028454,0.849854,0.093238,0.150146,0
gpt,34,baseline,NEUTRAL,0.065571,0.020493,0.913936,0.045078,0.086064,0
mistral,34,baseline,NEUTRAL,0.069738,0.028348,0.901914,0.041389,0.098086,0
gpt,34,human_like,NEUTRAL,0.392498,0.007051,0.600452,0.385447,0.399548,0
mistral,34,human_like,NEUTRAL,0.346794,0.010235,0.642971,0.336559,0.357029,0
gpt,34,detector_aware,NEUTRAL,0.18203,0.015109,0.802862,0.166921,0.197138,0
mistral,34,detector_aware,NEUTRAL,0.120017,0.028782,0.851202,0.091235,0.148798,0
gpt,34,detector_evasive,NEUTRAL,0.134177,0.014544,0.851279,0.119634,0.148721,0
mistral,34,detector_evasive,NEUTRAL,0.023464,0.075947,0.900589,-0.052483,0.099411,0
human,35,-,NEGATIVE,0.012724,0.59849,0.388786,-0.585766,0.611214,1
gpt,35,baseline,NEUTRAL,0.173101,0.023611,0.803288,0.14949,0.196712,0
mistral,35,baseline,NEUTRAL,0.228996,0.013397,0.757607,0.2156,0.242393,0
gpt,35,human_like,NEUTRAL,0.062668,0.02353,0.913803,0.039138,0.086197,0
mistral,35,human_like,NEUTRAL,0.092209,0.043222,0.86457,0.048987,0.13543,0
gpt,35,detector_aware,NEUTRAL,0.286905,0.016406,0.696689,0.270499,0.303311,0
mistral,35,detector_aware,NEUTRAL,0.312887,0.00821,0.678902,0.304677,0.321098,0
gpt,35,detector_evasive,NEUTRAL,0.182253,0.070095,0.747652,0.112158,0.252348,0
mistral,35,detector_evasive,NEUTRAL,0.023583,0.02005,0.956367,0.003532,0.043633,0
human,36,-,POSITIVE,0.787861,0.004652,0.207487,0.783209,0.792513,1
gpt,36,baseline,NEUTRAL,0.066525,0.01661,0.916865,0.049916,0.083135,0
mistral,36,baseline,NEUTRAL,0.204697,0.007484,0.787819,0.197213,0.212181,0
gpt,36,human_like,NEUTRAL,0.062496,0.008598,0.928906,0.053898,0.071094,0
mistral,36,human_like,NEUTRAL,0.220154,0.009315,0.770531,0.210839,0.229469,0
gpt,36,detector_aware,NEUTRAL,0.049911,0.033342,0.916747,0.016569,0.083253,0
mistral,36,detector_aware,NEUTRAL,0.235722,0.008308,0.755969,0.227414,0.244031,0
gpt,36,detector_evasive,NEUTRAL,0.09191,0.037567,0.870523,0.054344,0.129477,0
mistral,36,detector_evasive,POSITIVE,0.908116,0.002372,0.089512,0.905744,0.910488,1
human,37,-,NEUTRAL,0.059463,0.056419,0.884118,0.003045,0.115882,0
gpt,37,baseline,NEUTRAL,0.082238,0.011956,0.905806,0.070282,0.094194,0
mistral,37,baseline,NEUTRAL,0.347936,0.011169,0.640895,0.336767,0.359105,0
gpt,37,human_like,NEUTRAL,0.119145,0.024909,0.855946,0.094236,0.144054,0
mistral,37,human_like,NEUTRAL,0.319769,0.015056,0.665175,0.304713,0.334825,0
gpt,37,detector_aware,NEUTRAL,0.077213,0.066602,0.856184,0.010611,0.143816,0
mistral,37,detector_aware,NEUTRAL,0.132261,0.075819,0.79192,0.056442,0.20808,0
gpt,37,detector_evasive,NEUTRAL,0.252016,0.030534,0.717451,0.221482,0.282549,0
mistral,37,detector_evasive,NEUTRAL,0.274271,0.00944,0.716289,0.264832,0.283711,0
human,38,-,NEUTRAL,0.093806,0.015944,0.89025,0.077863,0.10975,0
gpt,38,baseline,NEUTRAL,0.123227,0.011948,0.864825,0.111279,0.135175,0
mistral,38,baseline,NEUTRAL,0.426599,0.012061,0.56134,0.414538,0.43866,0
gpt,38,human_like,NEUTRAL,0.10091,0.015095,0.883995,0.085815,0.116005,0
mistral,38,human_like,NEUTRAL,0.493288,0.00685,0.499862,0.486437,0.500138,0
gpt,38,detector_aware,NEUTRAL,0.067493,0.035102,0.897405,0.032391,0.102595,0
mistral,38,detector_aware,NEUTRAL,0.191969,0.059511,0.748521,0.132458,0.251479,0
gpt,38,detector_evasive,NEUTRAL,0.07489,0.067575,0.857535,0.007315,0.142465,0
mistral,38,detector_evasive,NEUTRAL,0.429012,0.008155,0.562833,0.420858,0.437167,0
human,39,-,NEUTRAL,0.139604,0.037389,0.823007,0.102214,0.176993,0
gpt,39,baseline,NEUTRAL,0.149273,0.014641,0.836086,0.134632,0.163914,0
mistral,39,baseline,NEUTRAL,0.265878,0.234014,0.500108,0.031863,0.499892,0
gpt,39,human_like,NEUTRAL,0.33922,0.013709,0.647071,0.325511,0.352929,0
mistral,39,human_like,NEUTRAL,0.29345,0.01438,0.69217,0.279071,0.30783,0
gpt,39,detector_aware,NEUTRAL,0.153475,0.016107,0.830418,0.137369,0.169582,0
mistral,39,detector_aware,NEUTRAL,0.058324,0.009191,0.932486,0.049133,0.067514,0
gpt,39,detector_evasive,NEUTRAL,0.13061,0.031888,0.837502,0.098722,0.162498,0
mistral,39,detector_evasive,NEUTRAL,0.133165,0.057607,0.809228,0.075558,0.190772,0
human,40,-,NEUTRAL,0.03417,0.010841,0.954988,0.023329,0.045012,0
gpt,40,baseline,NEUTRAL,0.126814,0.01746,0.855726,0.109354,0.144274,0
mistral,40,baseline,NEUTRAL,0.063826,0.05862,0.877554,0.005206,0.122446,0
gpt,40,human_like,NEUTRAL,0.070335,0.154367,0.775298,-0.084031,0.224702,0
mistral,40,human_like,POSITIVE,0.609002,0.012443,0.378556,0.596559,0.621444,1
gpt,40,detector_aware,NEUTRAL,0.060941,0.039981,0.899078,0.020961,0.100922,0
mistral,40,detector_aware,NEUTRAL,0.233188,0.048893,0.717918,0.184295,0.282082,0
gpt,40,detector_evasive,NEUTRAL,0.067337,0.092171,0.840493,-0.024834,0.159507,0
mistral,40,detector_evasive,NEUTRAL,0.113948,0.347103,0.538949,-0.233154,0.461051,0
human,41,-,NEUTRAL,0.031952,0.068614,0.899433,-0.036662,0.100567,0
gpt,41,baseline,NEUTRAL,0.104792,0.053677,0.841532,0.051115,0.158468,0
mistral,41,baseline,NEUTRAL,0.034087,0.11223,0.853683,-0.078144,0.146317,0
gpt,41,human_like,NEUTRAL,0.037221,0.056316,0.906463,-0.019096,0.093537,0
mistral,41,human_like,NEUTRAL,0.079859,0.215046,0.705095,-0.135187,0.294905,0
gpt,41,detector_aware,NEUTRAL,0.053663,0.16847,0.777867,-0.114807,0.222133,0
mistral,41,detector_aware,NEUTRAL,0.094546,0.092792,0.812662,0.001755,0.187338,0
gpt,41,detector_evasive,NEUTRAL,0.105707,0.169362,0.724931,-0.063655,0.275069,0
mistral,41,detector_evasive,NEUTRAL,0.045301,0.47488,0.479819,-0.42958,0.520181,0
human,42,-,NEUTRAL,0.020354,0.074795,0.904851,-0.054441,0.095149,0
gpt,42,baseline,NEUTRAL,0.062476,0.109738,0.827786,-0.047262,0.172214,0
mistral,42,baseline,NEUTRAL,0.021923,0.141371,0.836707,-0.119448,0.163293,0
gpt,42,human_like,NEUTRAL,0.03545,0.203169,0.761381,-0.167719,0.238619,0
mistral,42,human_like,NEGATIVE,0.029265,0.575559,0.395177,-0.546294,0.604823,1
gpt,42,detector_aware,NEUTRAL,0.028338,0.307873,0.663789,-0.279535,0.336211,0
mistral,42,detector_aware,NEUTRAL,0.203484,0.063815,0.732702,0.139669,0.267298,0
gpt,42,detector_evasive,NEUTRAL,0.075804,0.303643,0.620553,-0.227839,0.379447,0
mistral,42,detector_evasive,NEUTRAL,0.126395,0.046461,0.827144,0.079935,0.172856,0
human,43,-,NEGATIVE,0.038087,0.599755,0.362159,-0.561668,0.637841,1
gpt,43,baseline,NEUTRAL,0.08713,0.04987,0.863,0.03726,0.137,0
mistral,43,baseline,NEUTRAL,0.074014,0.081949,0.844037,-0.007934,0.155963,0
gpt,43,human_like,NEUTRAL,0.064341,0.100799,0.834859,-0.036458,0.165141,0
mistral,43,human_like,NEUTRAL,0.163357,0.16087,0.675773,0.002487,0.324227,0
gpt,43,detector_aware,NEUTRAL,0.024515,0.320184,0.655302,-0.295669,0.344698,0
mistral,43,detector_aware,NEUTRAL,0.054428,0.167116,0.778457,-0.112688,0.221543,0
gpt,43,detector_evasive,NEUTRAL,0.14503,0.076536,0.778433,0.068494,0.221567,0
mistral,43,detector_evasive,NEUTRAL,0.206104,0.073096,0.720801,0.133008,0.279199,0
human,44,-,NEUTRAL,0.042823,0.135899,0.821278,-0.093076,0.178722,0
gpt,44,baseline,NEUTRAL,0.067959,0.060327,0.871714,0.007632,0.128286,0
mistral,44,baseline,NEUTRAL,0.130507,0.01567,0.853823,0.114838,0.146177,0
gpt,44,human_like,NEUTRAL,0.038261,0.116023,0.845716,-0.077763,0.154284,0
mistral,44,human_like,NEGATIVE,0.062918,0.535422,0.40166,-0.472505,0.59834,1
gpt,44,detector_aware,NEUTRAL,0.024216,0.20553,0.770253,-0.181314,0.229747,0
mistral,44,detector_aware,NEGATIVE,0.019787,0.815309,0.164904,-0.795523,0.835096,1
gpt,44,detector_evasive,NEUTRAL,0.186449,0.055985,0.757566,0.130464,0.242434,0
mistral,44,detector_evasive,NEUTRAL,0.056653,0.077154,0.866193,-0.020501,0.133807,0
human,45,-,NEUTRAL,0.081648,0.027793,0.890559,0.053855,0.109441,0
gpt,45,baseline,NEUTRAL,0.094382,0.063721,0.841897,0.030662,0.158103,0
mistral,45,baseline,NEGATIVE,0.034704,0.619166,0.346131,-0.584462,0.653869,1
gpt,45,human_like,NEUTRAL,0.035458,0.163823,0.800719,-0.128365,0.199281,0
mistral,45,human_like,POSITIVE,0.586707,0.006587,0.406706,0.58012,0.593294,1
gpt,45,detector_aware,NEUTRAL,0.046902,0.351349,0.601749,-0.304447,0.398251,0
mistral,45,detector_aware,NEUTRAL,0.033172,0.314229,0.652599,-0.281057,0.347401,0
gpt,45,detector_evasive,NEUTRAL,0.152723,0.060169,0.787108,0.092553,0.212892,0
mistral,45,detector_evasive,NEUTRAL,0.251998,0.015563,0.732439,0.236435,0.267561,0
human,46,-,NEGATIVE,0.000905,0.991946,0.007149,-0.99104,0.992851,1
gpt,46,baseline,POSITIVE,0.806094,0.030403,0.163503,0.775691,0.836497,1
mistral,46,baseline,NEUTRAL,0.052136,0.284768,0.663096,-0.232632,0.336904,0
gpt,46,human_like,NEGATIVE,0.028931,0.661031,0.310038,-0.632099,0.689962,1
mistral,46,human_like,NEGATIVE,0.000744,0.971641,0.027615,-0.970897,0.972385,1
gpt,46,detector_aware,NEGATIVE,0.006374,0.909468,0.084157,-0.903094,0.915843,1
mistral,46,detector_aware,NEUTRAL,0.037633,0.219845,0.742522,-0.182212,0.257478,0
gpt,46,detector_evasive,NEGATIVE,0.035666,0.544384,0.419951,-0.508718,0.580049,1
mistral,46,detector_evasive,NEUTRAL,0.035902,0.372178,0.59192,-0.336276,0.40808,0
human,47,-,NEUTRAL,0.004211,0.002329,0.993459,0.001882,0.006541,0
gpt,47,baseline,NEUTRAL,0.012894,0.007085,0.980021,0.00581,0.019979,0
mistral,47,baseline,NEUTRAL,0.004665,0.00864,0.986695,-0.003975,0.013305,0
gpt,47,human_like,NEUTRAL,0.00915,0.011343,0.979507,-0.002192,0.020493,0
mistral,47,human_like,NEUTRAL,0.036031,0.008482,0.955487,0.02755,0.044513,0
gpt,47,detector_aware,NEUTRAL,0.013445,0.013976,0.972579,-0.000532,0.027421,0
mistral,47,detector_aware,NEUTRAL,0.005658,0.017886,0.976455,-0.012228,0.023545,0
gpt,47,detector_evasive,NEUTRAL,0.035656,0.018305,0.946039,0.01735,0.053961,0
mistral,47,detector_evasive,NEUTRAL,0.00743,0.022231,0.970339,-0.014801,0.029661,0
human,48,-,NEGATIVE,0.075819,0.578698,0.345483,-0.502878,0.654517,1
gpt,48,baseline,POSITIVE,0.750375,0.030065,0.21956,0.72031,0.78044,1
mistral,48,baseline,NEGATIVE,0.284848,0.372142,0.34301,-0.087294,0.65699,1
gpt,48,human_like,NEUTRAL,0.251693,0.17317,0.575138,0.078523,0.424862,0
mistral,48,human_like,NEGATIVE,0.224761,0.584301,0.190938,-0.359541,0.809062,1
gpt,48,detector_aware,NEGATIVE,0.099477,0.563345,0.337178,-0.463868,0.662822,1
mistral,48,detector_aware,NEGATIVE,0.005746,0.885157,0.109097,-0.87941,0.890903,1
gpt,48,detector_evasive,NEUTRAL,0.156905,0.403509,0.439587,-0.246604,0.560413,0
mistral,48,detector_evasive,NEGATIVE,0.171673,0.536806,0.29152,-0.365133,0.70848,1
human,49,-,NEUTRAL,0.116305,0.13392,0.749776,-0.017615,0.250224,0
gpt,49,baseline,POSITIVE,0.594938,0.028865,0.376197,0.566072,0.623803,1
mistral,49,baseline,NEGATIVE,0.045338,0.75899,0.195672,-0.713652,0.804328,1
gpt,49,human_like,POSITIVE,0.644558,0.093525,0.261917,0.551033,0.738083,1
mistral,49,human_like,NEUTRAL,0.154139,0.031772,0.814089,0.122368,0.185911,0
gpt,49,detector_aware,NEGATIVE,0.094905,0.707514,0.197581,-0.612608,0.802419,1
mistral,49,detector_aware,NEGATIVE,0.027889,0.784347,0.187764,-0.756459,0.812236,1
gpt,49,detector_evasive,NEUTRAL,0.307567,0.233862,0.458571,0.073705,0.541429,0
mistral,49,detector_evasive,NEUTRAL,0.221289,0.361958,0.416753,-0.140669,0.583247,0
human,50,-,NEUTRAL,0.062907,0.229805,0.707288,-0.166897,0.292712,0
gpt,50,baseline,POSITIVE,0.476425,0.117204,0.40637,0.359221,0.59363,1
mistral,50,baseline,NEGATIVE,0.020496,0.705509,0.273995,-0.685013,0.726005,1
gpt,50,human_like,POSITIVE,0.504776,0.082585,0.412639,0.422191,0.587361,1
mistral,50,human_like,NEGATIVE,0.027193,0.804738,0.168069,-0.777545,0.831931,1
gpt,50,detector_aware,NEGATIVE,0.121514,0.611664,0.266822,-0.49015,0.733178,1
mistral,50,detector_aware,NEGATIVE,0.016511,0.554528,0.428962,-0.538017,0.571038,1
gpt,50,detector_evasive,NEUTRAL,0.214312,0.277187,0.508501,-0.062876,0.491499,0
mistral,50,detector_evasive,NEGATIVE,0.214395,0.449902,0.335702,-0.235507,0.664298,1
human,51,-,NEUTRAL,0.068878,0.285986,0.645136,-0.217108,0.354864,0
gpt,51,baseline,NEUTRAL,0.291244,0.265621,0.443135,0.025623,0.556865,0
mistral,51,baseline,NEGATIVE,0.011484,0.880256,0.10826,-0.868772,0.89174,1
gpt,51,human_like,NEUTRAL,0.199226,0.041605,0.759169,0.157621,0.240831,0
mistral,51,human_like,NEUTRAL,0.19226,0.175483,0.632257,0.016777,0.367743,0
gpt,51,detector_aware,NEGATIVE,0.032453,0.815574,0.151973,-0.78312,0.848027,1
mistral,51,detector_aware,NEGATIVE,0.111235,0.53984,0.348925,-0.428605,0.651075,1
gpt,51,detector_evasive,NEUTRAL,0.17372,0.293975,0.532305,-0.120255,0.467695,0
mistral,51,detector_evasive,POSITIVE,0.376073,0.252155,0.371771,0.123918,0.628229,1
human,52,-,NEGATIVE,0.055125,0.491705,0.453169,-0.43658,0.546831,1
gpt,52,baseline,NEUTRAL,0.369136,0.169434,0.461429,0.199702,0.538571,0
mistral,52,baseline,NEGATIVE,0.026667,0.790375,0.182959,-0.763708,0.817041,1
gpt,52,human_like,NEUTRAL,0.210489,0.069411,0.720099,0.141078,0.279901,0
mistral,52,human_like,NEUTRAL,0.051968,0.109459,0.838573,-0.05749,0.161427,0
gpt,52,detector_aware,NEGATIVE,0.039219,0.771798,0.188983,-0.732579,0.811017,1
mistral,52,detector_aware,NEGATIVE,0.029449,0.795505,0.175046,-0.766057,0.824954,1
gpt,52,detector_evasive,NEUTRAL,0.241282,0.222421,0.536297,0.018861,0.463703,0
mistral,52,detector_evasive,NEGATIVE,0.025463,0.740487,0.23405,-0.715024,0.76595,1
human,53,-,NEUTRAL,0.011478,0.016932,0.97159,-0.005454,0.02841,0
gpt,53,baseline,NEUTRAL,0.01183,0.004632,0.983537,0.007198,0.016463,0
mistral,53,baseline,NEUTRAL,0.020975,0.047158,0.931867,-0.026183,0.068133,0
gpt,53,human_like,NEUTRAL,0.06413,0.036504,0.899366,0.027626,0.100634,0
mistral,53,human_like,NEUTRAL,0.035305,0.031364,0.933332,0.003941,0.066668,0
gpt,53,detector_aware,NEUTRAL,0.044344,0.091456,0.864201,-0.047112,0.135799,0
mistral,53,detector_aware,NEGATIVE,0.027677,0.580408,0.391915,-0.552731,0.608085,1
gpt,53,detector_evasive,NEUTRAL,0.061055,0.085018,0.853927,-0.023962,0.146073,0
mistral,53,detector_evasive,NEUTRAL,0.091645,0.319182,0.589174,-0.227537,0.410826,0
human,54,-,NEUTRAL,0.009488,0.454205,0.536307,-0.444717,0.463693,0
gpt,54,baseline,NEUTRAL,0.048561,0.011699,0.93974,0.036863,0.06026,0
mistral,54,baseline,NEUTRAL,0.051745,0.247818,0.700437,-0.196073,0.299563,0
gpt,54,human_like,NEUTRAL,0.043198,0.010853,0.94595,0.032345,0.05405,0
mistral,54,human_like,NEUTRAL,0.036153,0.271313,0.692534,-0.235159,0.307466,0
gpt,54,detector_aware,NEUTRAL,0.0283,0.0571,0.9146,-0.028801,0.0854,0
mistral,54,detector_aware,NEGATIVE,0.002182,0.825615,0.172203,-0.823433,0.827797,1
gpt,54,detector_evasive,NEUTRAL,0.068635,0.162539,0.768826,-0.093904,0.231174,0
mistral,54,detector_evasive,NEUTRAL,0.059487,0.279764,0.660749,-0.220277,0.339251,0
human,55,-,NEUTRAL,0.034155,0.028648,0.937197,0.005507,0.062803,0
gpt,55,baseline,NEUTRAL,0.010786,0.009181,0.980033,0.001606,0.019967,0
mistral,55,baseline,NEUTRAL,0.096248,0.016457,0.887295,0.079791,0.112705,0
gpt,55,human_like,NEUTRAL,0.007253,0.036952,0.955794,-0.029699,0.044206,0
mistral,55,human_like,NEUTRAL,0.071768,0.040226,0.888005,0.031542,0.111995,0
gpt,55,detector_aware,NEUTRAL,0.027049,0.054854,0.918097,-0.027805,0.081903,0
mistral,55,detector_aware,NEUTRAL,0.017747,0.174811,0.807442,-0.157065,0.192558,0
gpt,55,detector_evasive,NEUTRAL,0.056332,0.249417,0.694251,-0.193085,0.305749,0
mistral,55,detector_evasive,NEUTRAL,0.033014,0.440726,0.52626,-0.407712,0.47374,0
human,56,-,NEGATIVE,0.013656,0.661845,0.324499,-0.648188,0.675501,1
gpt,56,baseline,NEUTRAL,0.038371,0.021975,0.939654,0.016396,0.060346,0
mistral,56,baseline,NEUTRAL,0.014616,0.018876,0.966508,-0.00426,0.033492,0
gpt,56,human_like,NEUTRAL,0.027748,0.00843,0.963822,0.019317,0.036178,0
mistral,56,human_like,NEUTRAL,0.029388,0.079777,0.890836,-0.050389,0.109164,0
gpt,56,detector_aware,NEUTRAL,0.011779,0.020817,0.967404,-0.009038,0.032596,0
mistral,56,detector_aware,NEGATIVE,0.002512,0.947034,0.050455,-0.944522,0.949545,1
gpt,56,detector_evasive,NEUTRAL,0.05338,0.288963,0.657657,-0.235583,0.342343,0
mistral,56,detector_evasive,NEUTRAL,0.072988,0.352209,0.574803,-0.279221,0.425197,0
human,57,-,NEGATIVE,0.007096,0.545319,0.447585,-0.538223,0.552415,1
gpt,57,baseline,NEUTRAL,0.01718,0.007323,0.975498,0.009857,0.024502,0
mistral,57,baseline,NEUTRAL,0.18885,0.015668,0.795482,0.173183,0.204518,0
gpt,57,human_like,NEUTRAL,0.014639,0.004618,0.980743,0.010021,0.019257,0
mistral,57,human_like,NEUTRAL,0.060717,0.203927,0.735355,-0.14321,0.264645,0
gpt,57,detector_aware,NEUTRAL,0.022201,0.04465,0.933149,-0.022449,0.066851,0
mistral,57,detector_aware,NEUTRAL,0.04028,0.098794,0.860927,-0.058514,0.139073,0
gpt,57,detector_evasive,NEUTRAL,0.051868,0.314758,0.633373,-0.26289,0.366627,0
mistral,57,detector_evasive,NEGATIVE,0.028382,0.745283,0.226335,-0.716901,0.773665,1
human,58,-,NEUTRAL,0.007314,0.006831,0.985855,0.000483,0.014145,0
gpt,58,baseline,NEUTRAL,0.063823,0.014805,0.921372,0.049018,0.078628,0
mistral,58,baseline,NEUTRAL,0.031297,0.039289,0.929413,-0.007992,0.070587,0
gpt,58,human_like,NEUTRAL,0.007614,0.008404,0.983982,-0.000791,0.016018,0
mistral,58,human_like,NEUTRAL,0.008216,0.16645,0.825334,-0.158234,0.174666,0
gpt,58,detector_aware,NEUTRAL,0.035043,0.030977,0.93398,0.004065,0.06602,0
mistral,58,detector_aware,NEUTRAL,0.015057,0.120834,0.864109,-0.105777,0.135891,0
gpt,58,detector_evasive,NEUTRAL,0.151558,0.102282,0.74616,0.049276,0.25384,0
mistral,58,detector_evasive,NEGATIVE,0.025489,0.61467,0.359841,-0.589182,0.640159,1
human,59,-,NEUTRAL,0.00909,0.344271,0.646639,-0.33518,0.353361,0
gpt,59,baseline,NEUTRAL,0.004699,0.026258,0.969044,-0.021559,0.030956,0
mistral,59,baseline,NEUTRAL,0.039966,0.444358,0.515677,-0.404392,0.484323,0
gpt,59,human_like,NEUTRAL,0.007519,0.008134,0.984347,-0.000615,0.015653,0
mistral,59,human_like,NEUTRAL,0.282894,0.042663,0.674443,0.240231,0.325557,0
gpt,59,detector_aware,NEUTRAL,0.02026,0.035696,0.944044,-0.015435,0.055956,0
mistral,59,detector_aware,NEGATIVE,0.008403,0.761623,0.229974,-0.753219,0.770026,1
gpt,59,detector_evasive,NEUTRAL,0.036734,0.154966,0.8083,-0.118232,0.1917,0
mistral,59,detector_evasive,NEUTRAL,0.128459,0.189612,0.68193,-0.061153,0.31807,0
human,60,-,NEUTRAL,0.011197,0.234831,0.753972,-0.223633,0.246028,0
gpt,60,baseline,NEUTRAL,0.045825,0.01985,0.934325,0.025976,0.065675,0
mistral,60,baseline,NEUTRAL,0.044959,0.042339,0.912702,0.002619,0.087298,0
gpt,60,human_like,NEUTRAL,0.013044,0.005847,0.98111,0.007197,0.01889,0
mistral,60,human_like,NEUTRAL,0.071082,0.06314,0.865778,0.007942,0.134222,0
gpt,60,detector_aware,NEUTRAL,0.052141,0.064688,0.883171,-0.012547,0.116829,0
mistral,60,detector_aware,NEUTRAL,0.011656,0.242632,0.745712,-0.230976,0.254288,0
gpt,60,detector_evasive,NEUTRAL,0.133324,0.134052,0.732624,-0.000727,0.267376,0
mistral,60,detector_evasive,NEUTRAL,0.019769,0.105104,0.875126,-0.085335,0.124874,0
human,61,-,NEGATIVE,0.005385,0.863958,0.130656,-0.858573,0.869344,1
gpt,61,baseline,NEUTRAL,0.121474,0.018859,0.859667,0.102614,0.140333,0
mistral,61,baseline,NEUTRAL,0.017559,0.253174,0.729267,-0.235615,0.270733,0
gpt,61,human_like,NEUTRAL,0.030171,0.01631,0.953519,0.013861,0.046481,0
mistral,61,human_like,NEUTRAL,0.014681,0.12009,0.865229,-0.105409,0.134771,0
gpt,61,detector_aware,NEUTRAL,0.023165,0.037459,0.939376,-0.014294,0.060624,0
mistral,61,detector_aware,NEUTRAL,0.039635,0.01669,0.943675,0.022945,0.056325,0
gpt,61,detector_evasive,NEUTRAL,0.098235,0.090053,0.811712,0.008182,0.188288,0
mistral,61,detector_evasive,NEUTRAL,0.202928,0.122239,0.674833,0.080689,0.325167,0
human,62,-,NEGATIVE,0.005046,0.590749,0.404205,-0.585703,0.595795,1
gpt,62,baseline,NEUTRAL,0.015611,0.00868,0.97571,0.006931,0.02429,0
mistral,62,baseline,NEGATIVE,0.011143,0.736169,0.252687,-0.725026,0.747313,1
gpt,62,human_like,NEUTRAL,0.014472,0.017411,0.968117,-0.002939,0.031883,0
mistral,62,human_like,NEUTRAL,0.05416,0.032121,0.913718,0.022039,0.086282,0
gpt,62,detector_aware,NEUTRAL,0.037357,0.028646,0.933996,0.008711,0.066004,0
mistral,62,detector_aware,NEUTRAL,0.014278,0.231836,0.753886,-0.217558,0.246114,0
gpt,62,detector_evasive,NEUTRAL,0.062585,0.187386,0.750029,-0.124801,0.249971,0
mistral,62,detector_evasive,NEUTRAL,0.040361,0.083148,0.876491,-0.042787,0.123509,0
human,63,-,NEUTRAL,0.014626,0.074802,0.910572,-0.060176,0.089428,0
gpt,63,baseline,NEUTRAL,0.015808,0.007986,0.976206,0.007822,0.023794,0
mistral,63,baseline,NEUTRAL,0.016054,0.31705,0.666897,-0.300996,0.333103,0
gpt,63,human_like,NEUTRAL,0.024756,0.007672,0.967572,0.017084,0.032428,0
mistral,63,human_like,NEUTRAL,0.073081,0.01566,0.911258,0.057421,0.088742,0
gpt,63,detector_aware,NEUTRAL,0.003228,0.013201,0.983571,-0.009973,0.016429,0
mistral,63,detector_aware,NEGATIVE,0.001296,0.87356,0.125145,-0.872264,0.874855,1
gpt,63,detector_evasive,NEUTRAL,0.030217,0.033687,0.936096,-0.003469,0.063904,0
mistral,63,detector_evasive,NEUTRAL,0.017374,0.25251,0.730117,-0.235136,0.269883,0
human,64,-,NEUTRAL,0.019611,0.055163,0.925226,-0.035552,0.074774,0
gpt,64,baseline,NEUTRAL,0.029952,0.007869,0.962179,0.022084,0.037821,0
mistral,64,baseline,NEUTRAL,0.013212,0.12968,0.857108,-0.116468,0.142892,0
gpt,64,human_like,NEUTRAL,0.056648,0.008982,0.93437,0.047666,0.06563,0
mistral,64,human_like,NEUTRAL,0.075433,0.011738,0.912829,0.063695,0.087171,0
gpt,64,detector_aware,NEUTRAL,0.005737,0.025552,0.968711,-0.019815,0.031289,0
mistral,64,detector_aware,NEUTRAL,0.015514,0.034606,0.94988,-0.019093,0.05012,0
gpt,64,detector_evasive,NEUTRAL,0.014685,0.16453,0.820784,-0.149845,0.179216,0
mistral,64,detector_evasive,NEUTRAL,0.086722,0.189047,0.724231,-0.102325,0.275769,0
human,65,-,NEUTRAL,0.194326,0.051765,0.75391,0.142561,0.24609,0
gpt,65,baseline,NEUTRAL,0.013211,0.004363,0.982426,0.008848,0.017574,0
mistral,65,baseline,NEUTRAL,0.064981,0.020018,0.915,0.044963,0.085,0
gpt,65,human_like,NEUTRAL,0.02087,0.009018,0.970112,0.011852,0.029888,0
mistral,65,human_like,NEUTRAL,0.009195,0.054076,0.936729,-0.044881,0.063271,0
gpt,65,detector_aware,NEUTRAL,0.005751,0.0185,0.975749,-0.01275,0.024251,0
mistral,65,detector_aware,NEUTRAL,0.005944,0.174093,0.819963,-0.168149,0.180037,0
